FarmID,HouseID,Sample_Type,sampleID,Farm_House,diluation_1,diluation_3,diluation_4,CFU,Test,Date,Cycle
GB,H4,B,3,GBH4B3,,0,,0.00E+00,0,12/4/13,5th cycle
GB,H1,C,1,GBH1C1,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,2,GBH1C2,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,3,GBH1C3,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,4,GBH1C4,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,5,GBH1C5,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,6,GBH1C6,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,7,GBH1C7,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,8,GBH1C8,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,9,GBH1C9,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,10,GBH1C10,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,11,GBH1C11,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,12,GBH1C12,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,13,GBH1C13,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,14,GBH1C14,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,15,GBH1C15,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,B,1,GBH1B1,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,B,2,GBH1B2,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,B,3,GBH1B3,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,1,GBH2C1,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,2,GBH2C2,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,3,GBH2C3,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,4,GBH2C4,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,5,GBH2C5,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,6,GBH2C6,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,7,GBH2C7,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,8,GBH2C8,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,9,GBH2C9,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,10,GBH2C10,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,11,GBH2C11,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,12,GBH2C12,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,13,GBH2C13,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,14,GBH2C14,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,C,15,GBH2C15,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,B,1,GBH2B1,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,B,2,GBH2B2,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H2,B,3,GBH2B3,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,1,GBH3C1,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,2,GBH3C2,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,3,GBH3C3,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,4,GBH3C4,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,5,GBH3C5,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,6,GBH3C6,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,7,GBH3C7,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,8,GBH3C8,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,9,GBH3C9,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,10,GBH3C10,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,11,GBH3C11,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,12,GBH3C12,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,13,GBH3C13,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,14,GBH3C14,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,C,15,GBH3C15,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,B,1,GBH3B1,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,B,2,GBH3B2,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H3,B,3,GBH3B3,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,1,GBH4C1,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,2,GBH4C2,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,3,GBH4C3,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,4,GBH4C4,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,5,GBH4C5,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,6,GBH4C6,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,7,GBH4C7,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,8,GBH4C8,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,9,GBH4C9,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,10,GBH4C10,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,11,GBH4C11,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,12,GBH4C12,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,13,GBH4C13,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,14,GBH4C14,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,C,15,GBH4C15,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,B,1,GBH4B1,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,B,2,GBH4B2,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H4,B,3,GBH4B3,,0,,0.00E+00,0,2/6/14,6th cycle
GB,H1,C,1,GBH1C1,,129,,1.29E+05,5.1,4/16/14,7th cycle
GB,H1,C,2,GBH1C2,,560,,5.60E+05,5.7,4/16/14,7th cycle
GB,H1,C,3,GBH1C3,,173,,1.73E+05,5.2,4/16/14,7th cycle
GB,H1,C,4,GBH1C4,,117,,1.17E+05,5.1,4/16/14,7th cycle
GB,H1,C,5,GBH1C5,,1215,,1.22E+06,6.1,4/16/14,7th cycle
GB,H1,C,6,GBH1C6,,440,,4.40E+05,5.6,4/16/14,7th cycle
GB,H1,C,7,GBH1C7,,1344,,1.34E+06,6.1,4/16/14,7th cycle
GB,H1,C,8,GBH1C8,,1552,,1.55E+06,6.2,4/16/14,7th cycle
GB,H1,C,9,GBH1C9,,1288,,1.29E+06,6.1,4/16/14,7th cycle
GB,H1,C,10,GBH1C10,,348,,3.48E+05,5.5,4/16/14,7th cycle
GB,H1,C,11,GBH1C11,,2688,,2.69E+06,6.4,4/16/14,7th cycle
GB,H1,C,12,GBH1C12,,624,,6.24E+05,5.8,4/16/14,7th cycle
GB,H1,C,13,GBH1C13,,952,,9.52E+05,6,4/16/14,7th cycle
GB,H1,C,14,GBH1C14,,42,,4.20E+04,4.6,4/16/14,7th cycle
GB,H1,C,15,GBH1C15,,5472,,5.47E+06,6.7,4/16/14,7th cycle
GB,H1,B,1,GBH1B1,0,0,0,1.00E+00,0,4/16/14,7th cycle
GB,H1,B,2,GBH1B2,0,0,0,1.00E+00,0,4/16/14,7th cycle
GB,H1,B,3,GBH1B3,0,0,0,1.00E+00,0,4/16/14,7th cycle
GB,H2,C,1,GBH2C1,,1080,,1.08E+06,6,4/16/14,7th cycle
GB,H2,C,2,GBH2C2,,60,,6.00E+04,4.8,4/16/14,7th cycle
GB,H2,C,3,GBH2C3,,35,,3.50E+04,4.5,4/16/14,7th cycle
GB,H2,C,4,GBH2C4,,45,,4.50E+04,4.7,4/16/14,7th cycle
GB,H2,C,5,GBH2C5,,72,,7.20E+04,4.9,4/16/14,7th cycle
GB,H2,C,6,GBH2C6,,872,,8.72E+05,5.9,4/16/14,7th cycle
GB,H2,C,7,GBH2C7,,576,,5.76E+05,5.8,4/16/14,7th cycle
GB,H2,C,8,GBH2C8,,528,,5.28E+05,5.7,4/16/14,7th cycle
GB,H2,C,9,GBH2C9,,244,,2.44E+05,5.4,4/16/14,7th cycle
GB,H2,C,10,GBH2C10,,660,,6.60E+05,5.8,4/16/14,7th cycle
GB,H2,C,11,GBH2C11,,156,,1.56E+05,5.2,4/16/14,7th cycle
GB,H2,C,12,GBH2C12,,1728,,1.73E+06,6.2,4/16/14,7th cycle
GB,H2,C,13,GBH2C13,,332,,3.32E+05,5.5,4/16/14,7th cycle
GB,H2,C,14,GBH2C14,,2320,,2.32E+06,6.4,4/16/14,7th cycle
GB,H2,C,15,GBH2C15,,228,,2.28E+05,5.4,4/16/14,7th cycle
GB,H2,B,1,GBH2B1,,2,,2.00E+03,3.3,4/16/14,7th cycle
GB,H2,B,2,GBH2B2,9,,,9.00E+02,3,4/16/14,7th cycle
GB,H2,B,3,GBH2B3,2,,,2.00E+02,2.3,4/16/14,7th cycle
GB,H3,C,1,GBH3C1,,1056,,1.06E+06,6,4/16/14,7th cycle
GB,H3,C,2,GBH3C2,,6368,,6.37E+06,6.8,4/16/14,7th cycle
GB,H3,C,3,GBH3C3,,968,,9.68E+05,6,4/16/14,7th cycle
GB,H3,C,4,GBH3C4,,165,,1.65E+05,5.2,4/16/14,7th cycle
GB,H3,C,5,GBH3C5,,848,,8.48E+05,5.9,4/16/14,7th cycle
GB,H3,C,6,GBH3C6,,960,,9.60E+05,6,4/16/14,7th cycle
GB,H3,C,7,GBH3C7,,2352,,2.35E+06,6.4,4/16/14,7th cycle
GB,H3,C,8,GBH3C8,,1384,,1.38E+06,6.1,4/16/14,7th cycle
GB,H3,C,9,GBH3C9,,1728,,1.73E+06,6.2,4/16/14,7th cycle
GB,H3,C,10,GBH3C10,,1008,,1.01E+06,6,4/16/14,7th cycle
GB,H3,C,11,GBH3C11,,1328,,1.33E+06,6.1,4/16/14,7th cycle
GB,H3,C,12,GBH3C12,,744,,7.44E+05,5.9,4/16/14,7th cycle
GB,H3,C,13,GBH3C13,,3904,,3.90E+06,6.6,4/16/14,7th cycle
GB,H3,C,14,GBH3C14,,1728,,1.73E+06,6.2,4/16/14,7th cycle
GB,H3,C,15,GBH3C15,,2080,,2.08E+06,6.3,4/16/14,7th cycle
GB,H3,B,1,GBH3B1,2,,,2.00E+02,2.3,4/16/14,7th cycle
GB,H3,B,2,GBH3B2,10,,,1.00E+03,3,4/16/14,7th cycle
GB,H3,B,3,GBH3B3,0,0,0,1.00E+00,0,4/16/14,7th cycle
GB,H4,C,1,GBH4C1,,732,,7.32E+05,5.9,4/16/14,7th cycle
GB,H4,C,2,GBH4C2,,53,,5.30E+04,4.7,4/16/14,7th cycle
GB,H4,C,3,GBH4C3,,488,,4.88E+05,5.7,4/16/14,7th cycle
GB,H4,C,4,GBH4C4,,592,,5.92E+05,5.8,4/16/14,7th cycle
GB,H4,C,5,GBH4C5,,320,,3.20E+05,5.5,4/16/14,7th cycle
GB,H4,C,6,GBH4C6,,64,,6.40E+04,4.8,4/16/14,7th cycle
GB,H4,C,7,GBH4C7,,432,,4.32E+05,5.6,4/16/14,7th cycle
GB,H4,C,8,GBH4C8,,128,,1.28E+05,5.1,4/16/14,7th cycle
GB,H4,C,9,GBH4C9,,724,,7.24E+05,5.9,4/16/14,7th cycle
GB,H4,C,10,GBH4C10,,37,,3.70E+04,4.6,4/16/14,7th cycle
GB,H4,C,11,GBH4C11,,376,,3.76E+05,5.6,4/16/14,7th cycle
GB,H4,C,12,GBH4C12,,230,,2.30E+05,5.4,4/16/14,7th cycle
GB,H4,C,13,GBH4C13,,168,,1.68E+05,5.2,4/16/14,7th cycle
GB,H4,C,14,GBH4C14,,1232,,1.23E+06,6.1,4/16/14,7th cycle
GB,H4,C,15,GBH4C15,,120,,1.20E+05,5.1,4/16/14,7th cycle
GB,H4,B,1,GBH4B1,0,0,0,1.00E+00,0,4/16/14,7th cycle
GB,H4,B,2,GBH4B2,0,0,0,1.00E+00,0,4/16/14,7th cycle
GB,H4,B,3,GBH4B3,0,0,0,1.00E+00,0,4/16/14,7th cycle
CL,H1,C,1,CLH1C1,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,2,CLH1C2,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,3,CLH1C3,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,4,CLH1C4,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,5,CLH1C5,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,6,CLH1C6,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,7,CLH1C7,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,8,CLH1C8,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,9,CLH1C9,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,10,CLH1C10,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,11,CLH1C11,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,12,CLH1C12,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,13,CLH1C13,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,14,CLH1C14,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,15,CLH1C15,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,B,1,CLH1B1,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,B,2,CLH1B2,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,B,3,CLH1B3,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,1,CLH2C1,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,2,CLH2C2,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,3,CLH2C3,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,4,CLH2C4,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,5,CLH2C5,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,6,CLH2C6,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,7,CLH2C7,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,8,CLH2C8,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,9,CLH2C9,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,10,CLH2C10,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,11,CLH2C11,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,12,CLH2C12,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,13,CLH2C13,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,14,CLH2C14,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,C,15,CLH2C15,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,B,1,CLH2B1,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,B,2,CLH2B2,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H2,B,3,CLH2B3,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,1,CLH3C1,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,2,CLH3C2,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,3,CLH3C3,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,4,CLH3C4,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,5,CLH3C5,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,6,CLH3C6,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,7,CLH3C7,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,8,CLH3C8,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,9,CLH3C9,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,10,CLH3C10,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,11,CLH3C11,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,12,CLH3C12,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,13,CLH3C13,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,14,CLH3C14,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,C,15,CLH3C15,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,B,1,CLH3B1,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,B,2,CLH3B2,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H3,B,3,CLH3B3,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,1,CLH4C1,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,2,CLH4C2,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,3,CLH4C3,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,4,CLH4C4,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,5,CLH4C5,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,6,CLH4C6,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,7,CLH4C7,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,8,CLH4C8,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,9,CLH4C9,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,10,CLH4C10,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,11,CLH4C11,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,12,CLH4C12,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,13,CLH4C13,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,14,CLH4C14,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,C,15,CLH4C15,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,B,1,CLH4B1,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,B,2,CLH4B2,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H4,B,3,CLH4B3,,0,,0.00E+00,0,12/6/12,1st cycle
CL,H1,C,1,CLH1C1,,,29,2.90E+06,6.5,2/21/13,2nd cycle
CL,H1,C,2,CLH1C2,,,104,1.00E+07,7,2/21/13,2nd cycle
CL,H1,C,3,CLH1C3,56,,,5.60E+03,3.7,2/21/13,2nd cycle
CL,H1,C,4,CLH1C4,,,36,3.60E+06,6.6,2/21/13,2nd cycle
CL,H1,C,5,CLH1C5,,,160,1.60E+07,7.2,2/21/13,2nd cycle
CL,H1,C,6,CLH1C6,,360,,3.60E+05,5.6,2/21/13,2nd cycle
CL,H1,C,7,CLH1C7,,,61,6.10E+06,6.8,2/21/13,2nd cycle
CL,H1,C,8,CLH1C8,,,58,5.80E+06,6.8,2/21/13,2nd cycle
CL,H1,C,9,CLH1C9,,55,,5.50E+04,4.7,2/21/13,2nd cycle
CL,H1,C,10,CLH1C10,,,35,3.50E+06,6.5,2/21/13,2nd cycle
CL,H1,C,11,CLH1C11,,,40,4.00E+06,6.6,2/21/13,2nd cycle
CL,H1,C,12,CLH1C12,,130,,1.30E+05,5.1,2/21/13,2nd cycle
CL,H1,C,13,CLH1C13,,125,,1.20E+05,5.1,2/21/13,2nd cycle
CL,H1,C,14,CLH1C14,,,30,3.00E+06,6.5,2/21/13,2nd cycle
CL,H1,C,15,CLH1C15,,,103,1.00E+07,7,2/21/13,2nd cycle
CL,H1,B,1,CLH1B1,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H1,B,2,CLH1B2,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H1,B,3,CLH1B3,,360,,3.60E+05,5.6,2/21/13,2nd cycle
CL,H2,C,1,CLH2C1,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,2,CLH2C2,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,3,CLH2C3,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,4,CLH2C4,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,5,CLH2C5,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,6,CLH2C6,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,7,CLH2C7,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,8,CLH2C8,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,9,CLH2C9,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,10,CLH2C10,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,11,CLH2C11,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,12,CLH2C12,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,13,CLH2C13,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,14,CLH2C14,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,C,15,CLH2C15,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,B,1,CLH2B1,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,B,2,CLH2B2,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H2,B,3,CLH2B3,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,1,CLH3C1,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,2,CLH3C2,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,3,CLH3C3,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,4,CLH3C4,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,5,CLH3C5,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,6,CLH3C6,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,7,CLH3C7,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,8,CLH3C8,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,9,CLH3C9,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,10,CLH3C10,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,11,CLH3C11,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,12,CLH3C12,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,13,CLH3C13,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,14,CLH3C14,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,C,15,CLH3C15,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,B,1,CLH3B1,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,B,2,CLH3B2,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H3,B,3,CLH3B3,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,1,CLH4C1,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,2,CLH4C2,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,3,CLH4C3,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,4,CLH4C4,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,5,CLH4C5,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,6,CLH4C6,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,7,CLH4C7,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,8,CLH4C8,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,9,CLH4C9,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,10,CLH4C10,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,11,CLH4C11,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,12,CLH4C12,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,13,CLH4C13,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,14,CLH4C14,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,C,15,CLH4C15,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,B,1,CLH4B1,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,B,2,CLH4B2,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H4,B,3,CLH4B3,,0,,0.00E+00,0,2/21/13,2nd cycle
CL,H1,C,1,CLH1C1,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,2,CLH1C2,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,3,CLH1C3,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,4,CLH1C4,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,5,CLH1C5,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,6,CLH1C6,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,7,CLH1C7,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,8,CLH1C8,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,9,CLH1C9,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,10,CLH1C10,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,11,CLH1C11,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,12,CLH1C12,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,13,CLH1C13,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,14,CLH1C14,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,C,15,CLH1C15,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,B,1,CLH1B1,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,B,2,CLH1B2,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H1,B,3,CLH1B3,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,1,CLH2C1,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,2,CLH2C2,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,3,CLH2C3,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,4,CLH2C4,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,5,CLH2C5,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,6,CLH2C6,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,7,CLH2C7,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,8,CLH2C8,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,9,CLH2C9,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,10,CLH2C10,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,11,CLH2C11,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,12,CLH2C12,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,13,CLH2C13,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,14,CLH2C14,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,C,15,CLH2C15,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,B,1,CLH2B1,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,B,2,CLH2B2,,0,,0.00E+00,0,5/1/13,3rd cycle
CL,H2,B,3,CLH2B3,,0,,0.00E+00,0,5/1/13,3rd cycle
